"111年02月25日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
="050263" "大成鋼兆豐17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "2000" "53000" "-51000" "-51000"
="047230" "天鈺凱基14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "34000" "85000" "-51000" "-51000"
="054211" "國泰金凱基16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "44000" "95000" "-51000" "-51000"
="053986" "長榮航元富19購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "11000" "62000" "-51000" "-51000"
="053256" "泰鼎元大15購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "106000" "157000" "-51000" "-51000"
="052977" "陽明第一25購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="055221" "玉晶光凱基17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="062228" "貿聯永豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "10000" "61000" "-51000" "-51000"
="061671" "南亞科凱基19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="059549" "玉晶光元富17購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="059564" "英業達永豐17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "67000" "118000" "-51000" "-51000"
="058491" "同欣電元富1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "40000" "91000" "-51000" "-51000"
="058378" "台驊控群益17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "5000" "56000" "-51000" "-51000"
="061233" "華通富邦18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "21000" "72000" "-51000" "-51000"
="060177" "長榮國泰19購11  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "2000" "53000" "-51000" "-51000"
="060447" "上銀富邦19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "29000" "80000" "-51000" "-51000"
"2906" "高林            " "1945000" "1995000" "-50000" "0" "0" "0" "0" "0" "0" "-1000" "0" "1000" "-1000" "0" "0" "0" "-51000"
"2002" "中鋼            " "18832368" "21571485" "-2739117" "0" "0" "0" "1846000" "2000" "1844000" "843694" "819729" "668261" "151468" "940226" "248000" "692226" "-51423"
"1590" "亞德客-KY       " "352342" "410187" "-57845" "0" "0" "0" "5000" "150" "4850" "1461" "4659" "4198" "461" "3000" "2000" "1000" "-51534"
="043961" "南茂國泰15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="048910" "AES群益15購02   " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="020018" "統一價值成長30N " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "1000" "53000" "-52000" "-52000"
="062793" "元金2X元大18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="062786" "正文凱基19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "7000" "59000" "-52000" "-52000"
="062692" "矽創統一1B購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "10000" "62000" "-52000" "-52000"
="045411" "潤泰新群益15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "3000" "55000" "-52000" "-52000"
="051049" "偉詮電永豐15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="050797" "T50正2元大16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "8000" "60000" "-52000" "-52000"
="051300" "彩晶凱基18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="047756" "聯發科永豐14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="048264" "中砂凱基15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="047809" "友達元富14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "4000" "56000" "-52000" "-52000"
="054533" "旺宏凱基1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="055773" "台積電凱基1A購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "84000" "136000" "-52000" "-52000"
="052325" "大成鋼元大17購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "123000" "175000" "-52000" "-52000"
="057374" "新光鋼元富19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "40000" "92000" "-52000" "-52000"
="057390" "華邦電康和17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "2000" "54000" "-52000" "-52000"
="058208" "同欣電元大17購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="057485" "緯創元富19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="059049" "台積電國泰19購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="058889" "和鑫凱基19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "0" "52000" "-52000" "-52000"
="061741" "新唐元大17購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "40000" "92000" "-52000" "-52000"
="061733" "晶豪科元大17購11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-52000" "0" "0" "0" "86000" "138000" "-52000" "-52000"
="03139P" "欣興元大15售21  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "56000" "109000" "-53000" "-53000"
="03488P" "技嘉中信17售03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="03522P" "臺股指法興16售04" "0" "53000" "-53000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000"
="043497" "台積電中信16購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="049483" "華碩統一14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="042538" "臺股指國票14購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="039187" "華邦電元大14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "30000" "83000" "-53000" "-53000"
="049118" "愛普元大16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="062998" "華新科統一18購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="062463" "威鋒電國泰1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="062616" "聯電群益18購10  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "9000" "62000" "-53000" "-53000"
="063200" "威鋒電凱基19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "110000" "163000" "-53000" "-53000"
="063189" "聯詠凱基19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "10000" "63000" "-53000" "-53000"
="063299" "陽明元大18購13  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "15000" "68000" "-53000" "-53000"
="063354" "威鋒電統一1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="063450" "聯電群益18購12  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="063975" "聯電群益18購16  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "43000" "96000" "-53000" "-53000"
="063953" "萬海凱基18購08  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "3000" "56000" "-53000" "-53000"
="063746" "台積電元大1A購13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="063702" "宏達電統一1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064639" "萬海凱基19購08  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "2000" "55000" "-53000" "-53000"
="064667" "華邦電統一19購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064669" "宏達電統一1B購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064691" "矽創統一19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064695" "東哥統一1C購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064488" "鴻海國泰1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "1000" "54000" "-53000" "-53000"
="064454" "陽明元大18購22  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064855" "華航統一19購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064193" "強茂元大1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064027" "陽明元大18購18  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "10000" "63000" "-53000" "-53000"
="064447" "強茂元大18購08  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064427" "華立麥證18購01  " "0" "0" "0" "0" "53000" "-53000" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064374" "華航統一1A購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="064353" "欣興凱基19購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "2000" "55000" "-53000" "-53000"
="065129" "中鴻康和19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="065084" "中鴻凱基19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="065070" "晶豪科統一1B購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="051080" "群創凱基18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "100000" "153000" "-53000" "-53000"
="050522" "威鋒電國泰17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="046332" "新光鋼國票14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="051688" "台積電凱基19購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="051821" "國巨中信17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="051413" "威鋒電國泰17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="051454" "泰鼎永豐16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "160000" "213000" "-53000" "-53000"
="051589" "矽創統一16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="052050" "光磊統一15購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "100000" "153000" "-53000" "-53000"
="057368" "和桐元富19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="057387" "威健元富19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="052471" "矽創統一17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="052535" "同欣電元富18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="053734" "大立光元富15購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="053812" "華邦電中信16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="055778" "萬海凱基17購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "7000" "60000" "-53000" "-53000"
="055761" "台驊控永豐16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "132000" "185000" "-53000" "-53000"
="056078" "飛宏元大16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "14000" "67000" "-53000" "-53000"
="056179" "鴻海群益17購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="056691" "京元電凱基16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "20000" "73000" "-53000" "-53000"
="056384" "飛宏元富17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="056479" "泰鼎國泰18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "54000" "107000" "-53000" "-53000"
="055002" "宏碁統一17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="061726" "陽明元大17購09  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "8000" "61000" "-53000" "-53000"
="061728" "東森元大18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="061859" "聯電群益17購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="059577" "鴻海統一18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="059578" "鴻海統一19購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="057848" "彩晶中信19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="060536" "東森元大17購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="060524" "偉詮電元大17購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="060168" "大眾控中信18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="059966" "華航統一19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="060077" "鴻海麥證1A購01  " "0" "0" "0" "0" "53000" "-53000" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="059743" "萬海凱基17購12  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "7000" "60000" "-53000" "-53000"
="059946" "東森國泰19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="061291" "鴻海元大17購13  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "8000" "61000" "-53000" "-53000"
="061365" "聯發科國泰19購07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="061488" "台積電麥證1A購05" "0" "0" "0" "0" "53000" "-53000" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="061447" "欣興統一19購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="060971" "力成群益17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="060788" "台積電富邦21購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "1000" "54000" "-53000" "-53000"
="060780" "開發金日盛17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="060936" "大立光元大17購30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-53000" "0" "0" "0" "0" "53000" "-53000" "-53000"
="04146P" "SGBR2X凱基21售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "66000" "120000" "-54000" "-54000"
="064057" "亞聚國票19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "2000" "56000" "-54000" "-54000"
="063500" "天鈺統一1A購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "12000" "66000" "-54000" "-54000"
"1507" "永大            " "1000" "54000" "-53000" "0" "0" "0" "0" "0" "0" "-1000" "0" "1000" "-1000" "0" "0" "0" "-54000"
="045174" "大成鋼凱基18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="050918" "晶豪科元大15購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "248000" "302000" "-54000" "-54000"
="044378" "愛普國泰15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="047931" "新光鋼凱基14購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="048245" "台積電第一1B購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="055437" "萬海統一16購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "46000" "100000" "-54000" "-54000"
="053696" "台勝科群益15購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="052795" "瑞昱兆豐17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "25000" "79000" "-54000" "-54000"
="057383" "長榮元富16購11  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="056909" "彩晶凱基1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="057078" "大立光統一1C購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "6000" "60000" "-54000" "-54000"
="060911" "聯發科元大19購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "210000" "264000" "-54000" "-54000"
="057576" "華邦電統一18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-54000" "0" "0" "0" "0" "54000" "-54000" "-54000"
="043890" "聯電群益16購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="04164P" "正文凱基18售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="036823" "致新元富13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "35000" "90000" "-55000" "-55000"
="03167P" "臺股指群益15售33" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "20000" "75000" "-55000" "-55000"
="03031P" "聯詠中信16售01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="044197" "偉詮電元大17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="042754" "聯電元大16購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="049493" "祥碩統一16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="049021" "可寧衛統一15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="063461" "創意群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "57000" "112000" "-55000" "-55000"
="063163" "愛普永豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "5000" "60000" "-55000" "-55000"
="08385P" "臺股指凱基16售06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "180000" "235000" "-55000" "-55000"
="047801" "聯詠凱基16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "23000" "78000" "-55000" "-55000"
="048831" "大立光富邦18購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="047664" "國喬元大16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "4000" "59000" "-55000" "-55000"
="047688" "萬海元大14購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "54000" "109000" "-55000" "-55000"
="044637" "大成鋼群益14購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "157000" "212000" "-55000" "-55000"
="049646" "儒鴻兆豐16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "15000" "70000" "-55000" "-55000"
="049676" "可成凱基16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="050375" "瑞昱國泰17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "2000" "57000" "-55000" "-55000"
="050369" "國巨富邦18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "1066000" "1121000" "-55000" "-55000"
="046245" "台積電富邦17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "17000" "72000" "-55000" "-55000"
="047360" "台積電富邦17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="057260" "欣興統一16購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "20000" "75000" "-55000" "-55000"
="054201" "大成鋼凱基16購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "431000" "486000" "-55000" "-55000"
="055101" "滬深2X國票17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "40000" "95000" "-55000" "-55000"
="054783" "樺漢元大18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "35000" "90000" "-55000" "-55000"
="055627" "東哥國票18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="058420" "京元電元大17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="059206" "聯德凱基17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "120000" "175000" "-55000" "-55000"
="060745" "台肥統一19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "154000" "209000" "-55000" "-55000"
="061418" "智易凱基1B購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="061366" "聯發科國泰19購08" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "0" "55000" "-55000" "-55000"
="059991" "富邦金群益17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "23000" "78000" "-55000" "-55000"
="060341" "中砂康和19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "65000" "120000" "-55000" "-55000"
="062210" "玉晶光元大18購09" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "3000" "58000" "-55000" "-55000"
="062183" "臺股指凱基1B購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000" "0" "0" "0" "10000" "65000" "-55000" "-55000"
"3055" "蔚華科          " "9000" "64000" "-55000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-55000"
"6412" "群電            " "80000" "135000" "-55000" "0" "0" "0" "0" "0" "0" "-99" "1" "100" "-99" "0" "0" "0" "-55099"
"2472" "立隆電          " "86000" "136000" "-50000" "0" "0" "0" "0" "0" "0" "-5999" "1" "1000" "-999" "7000" "12000" "-5000" "-55999"
="04245P" "宏達電元大1B售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-56000" "0" "0" "0" "20000" "76000" "-56000" "-56000"
